timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1719784584730,18,post request,Non HTTP response code: org.apache.http.conn.HttpHostConnectException,"Non HTTP response message: Connect to localhost:8000 [localhost/127.0.0.1, localhost/0:0:0:0:0:0:0:1] failed: Connection refused: connect",Pruebas de usuario 1-12,text,false,,20652,0,43,43,http://localhost:8000/Register/,0,0,1
1719784584746,1,post request-0,200,OK,Pruebas de usuario 1-33,text,true,,18021,0,40,40,null,0,0,0
1719784584744,4,post request-0,200,OK,Pruebas de usuario 1-12,text,true,,18021,0,34,34,null,0,0,0
1719784584735,14,post request,Non HTTP response code: org.apache.http.conn.HttpHostConnectException,"Non HTTP response message: Connect to localhost:8000 [localhost/127.0.0.1, localhost/0:0:0:0:0:0:0:1] failed: Connection refused: connect",Pruebas de usuario 1-45,text,false,,20652,0,31,31,http://localhost:8000/Register/,0,0,1
1719784584749,0,post request-0,200,OK,Pruebas de usuario 1-45,text,true,,18021,0,24,24,null,0,0,0
1719784584735,15,post request,Non HTTP response code: org.apache.http.conn.HttpHostConnectException,"Non HTTP response message: Connect to localhost:8000 [localhost/127.0.0.1, localhost/0:0:0:0:0:0:0:1] failed: Connection refused: connect",Pruebas de usuario 1-1,text,false,,20652,0,28,28,http://localhost:8000/Register/,0,0,1
1719784584749,1,post request-0,200,OK,Pruebas de usuario 1-1,text,true,,18021,0,24,24,null,0,0,0
1719784584732,18,post request,Non HTTP response code: org.apache.http.conn.HttpHostConnectException,"Non HTTP response message: Connect to localhost:8000 [localhost/127.0.0.1, localhost/0:0:0:0:0:0:0:1] failed: Connection refused: connect",Pruebas de usuario 1-22,text,false,,20652,0,24,24,http://localhost:8000/Register/,0,0,2
1719784584750,0,post request-0,200,OK,Pruebas de usuario 1-22,text,true,,18021,0,22,22,null,0,0,0
1719784584735,17,post request,Non HTTP response code: org.apache.http.conn.HttpHostConnectException,"Non HTTP response message: Connect to localhost:8000 [localhost/127.0.0.1, localhost/0:0:0:0:0:0:0:1] failed: Connection refused: connect",Pruebas de usuario 1-49,text,false,,20652,0,24,24,http://localhost:8000/Register/,0,0,2
1719784584750,2,post request-0,200,OK,Pruebas de usuario 1-49,text,true,,18021,0,21,21,null,0,0,0
1719784584733,19,post request,Non HTTP response code: org.apache.http.conn.HttpHostConnectException,"Non HTTP response message: Connect to localhost:8000 [localhost/127.0.0.1, localhost/0:0:0:0:0:0:0:1] failed: Connection refused: connect",Pruebas de usuario 1-18,text,false,,20652,0,24,24,http://localhost:8000/Register/,0,0,2
1719784584750,2,post request-0,200,OK,Pruebas de usuario 1-18,text,true,,18021,0,21,21,null,0,0,0
1719784584733,19,post request,Non HTTP response code: org.apache.http.conn.HttpHostConnectException,"Non HTTP response message: Connect to localhost:8000 [localhost/127.0.0.1, localhost/0:0:0:0:0:0:0:1] failed: Connection refused: connect",Pruebas de usuario 1-6,text,false,,20652,0,21,21,http://localhost:8000/Register/,0,0,1
1719784584752,0,post request-0,200,OK,Pruebas de usuario 1-6,text,true,,18021,0,20,20,null,0,0,0
1719784584737,17,post request,Non HTTP response code: org.apache.http.conn.HttpHostConnectException,"Non HTTP response message: Connect to localhost:8000 [localhost/127.0.0.1, localhost/0:0:0:0:0:0:0:1] failed: Connection refused: connect",Pruebas de usuario 1-2,text,false,,20652,0,18,18,http://localhost:8000/Register/,0,0,16
1719784584753,1,post request-0,200,OK,Pruebas de usuario 1-2,text,true,,18021,0,18,18,null,0,0,0
1719784584727,28,post request,Non HTTP response code: org.apache.http.conn.HttpHostConnectException,"Non HTTP response message: Connect to localhost:8000 [localhost/127.0.0.1, localhost/0:0:0:0:0:0:0:1] failed: Connection refused: connect",Pruebas de usuario 1-31,text,false,,20652,0,18,18,http://localhost:8000/Register/,0,0,2
1719784584754,1,post request-0,200,OK,Pruebas de usuario 1-31,text,true,,18021,0,17,17,null,0,0,0
1719784584722,35,post request,Non HTTP response code: org.apache.http.conn.HttpHostConnectException,"Non HTTP response message: Connect to localhost:8000 [localhost/127.0.0.1, localhost/0:0:0:0:0:0:0:1] failed: Connection refused: connect",Pruebas de usuario 1-4,text,false,,20652,0,44,44,http://localhost:8000/Register/,0,0,2
1719784584736,21,post request-0,200,OK,Pruebas de usuario 1-4,text,true,,18021,0,16,16,null,0,0,0
1719784584723,35,post request,Non HTTP response code: org.apache.http.conn.HttpHostConnectException,"Non HTTP response message: Connect to localhost:8000 [localhost/127.0.0.1, localhost/0:0:0:0:0:0:0:1] failed: Connection refused: connect",Pruebas de usuario 1-23,text,false,,20652,0,44,44,http://localhost:8000/Register/,0,0,2
1719784584736,22,post request-0,200,OK,Pruebas de usuario 1-23,text,true,,18021,0,16,16,null,0,0,0
1719784584736,23,post request,Non HTTP response code: org.apache.http.conn.HttpHostConnectException,"Non HTTP response message: Connect to localhost:8000 [localhost/127.0.0.1, localhost/0:0:0:0:0:0:0:1] failed: Connection refused: connect",Pruebas de usuario 1-11,text,false,,20651,0,16,16,http://localhost:8000/Register/,0,0,20
1719784584757,2,post request-0,200,OK,Pruebas de usuario 1-11,text,true,,18020,0,15,15,null,0,0,0
1719784584750,11,post request,Non HTTP response code: org.apache.http.conn.HttpHostConnectException,"Non HTTP response message: Connect to localhost:8000 [localhost/127.0.0.1, localhost/0:0:0:0:0:0:0:1] failed: Connection refused: connect",Pruebas de usuario 1-13,text,false,,20652,0,14,14,http://localhost:8000/Register/,0,0,9
1719784584760,1,post request-0,200,OK,Pruebas de usuario 1-13,text,true,,18021,0,13,13,null,0,0,0
1719784584730,31,post request,Non HTTP response code: org.apache.http.conn.HttpHostConnectException,"Non HTTP response message: Connect to localhost:8000 [localhost/127.0.0.1, localhost/0:0:0:0:0:0:0:1] failed: Connection refused: connect",Pruebas de usuario 1-50,text,false,,20652,0,14,14,http://localhost:8000/Register/,0,0,1
1719784584760,1,post request-0,200,OK,Pruebas de usuario 1-50,text,true,,18021,0,13,13,null,0,0,0
1719784584852,2469,post request,200,OK,Pruebas de usuario 1-24,text,true,,20842,623,11,11,http://localhost:8000/,2335,0,0
1719784584852,2335,post request-0,302,Found,Pruebas de usuario 1-24,text,true,,594,411,11,11,http://localhost:8000/Register/,2335,0,0
1719784587188,132,post request-1,200,OK,Pruebas de usuario 1-24,text,true,,1854,212,11,11,http://localhost:8000/,132,0,0
1719784587320,1,post request-2,200,OK,Pruebas de usuario 1-24,text,true,,18394,0,11,11,null,0,0,0
1719784584876,2583,post request,200,OK,Pruebas de usuario 1-46,text,true,,20842,623,11,11,http://localhost:8000/,2413,0,0
1719784584876,2413,post request-0,302,Found,Pruebas de usuario 1-46,text,true,,594,411,11,11,http://localhost:8000/Register/,2413,0,0
1719784587290,168,post request-1,200,OK,Pruebas de usuario 1-46,text,true,,1854,212,11,11,http://localhost:8000/,167,0,0
1719784587457,1,post request-2,200,OK,Pruebas de usuario 1-46,text,true,,18394,0,11,11,null,0,0,0
1719784584903,2787,post request,200,OK,Pruebas de usuario 1-5,text,true,,20841,623,11,11,http://localhost:8000/,2471,0,0
1719784584903,2471,post request-0,302,Found,Pruebas de usuario 1-5,text,true,,594,411,11,11,http://localhost:8000/Register/,2471,0,0
1719784587374,314,post request-1,200,OK,Pruebas de usuario 1-5,text,true,,1854,212,11,11,http://localhost:8000/,314,0,0
1719784587689,1,post request-2,200,OK,Pruebas de usuario 1-5,text,true,,18393,0,11,11,null,0,0,0
1719784584842,2922,post request,200,OK,Pruebas de usuario 1-20,text,true,,20841,623,11,11,http://localhost:8000/,2869,0,0
1719784584842,2869,post request-0,302,Found,Pruebas de usuario 1-20,text,true,,594,411,11,11,http://localhost:8000/Register/,2869,0,0
1719784587710,53,post request-1,200,OK,Pruebas de usuario 1-20,text,true,,1854,212,11,11,http://localhost:8000/,53,0,0
1719784587763,1,post request-2,200,OK,Pruebas de usuario 1-20,text,true,,18393,0,11,11,null,0,0,0
1719784584937,2888,post request,200,OK,Pruebas de usuario 1-14,text,true,,20842,623,11,11,http://localhost:8000/,2863,0,0
1719784584937,2863,post request-0,302,Found,Pruebas de usuario 1-14,text,true,,594,411,11,11,http://localhost:8000/Register/,2863,0,0
1719784587799,24,post request-1,200,OK,Pruebas de usuario 1-14,text,true,,1854,212,11,11,http://localhost:8000/,24,0,0
1719784587824,1,post request-2,200,OK,Pruebas de usuario 1-14,text,true,,18394,0,11,11,null,0,0,0
1719784584916,2925,post request,200,OK,Pruebas de usuario 1-28,text,true,,20842,623,11,11,http://localhost:8000/,2596,0,0
1719784584916,2596,post request-0,302,Found,Pruebas de usuario 1-28,text,true,,594,411,11,11,http://localhost:8000/Register/,2596,0,0
1719784587512,328,post request-1,200,OK,Pruebas de usuario 1-28,text,true,,1854,212,11,11,http://localhost:8000/,328,0,0
1719784587840,1,post request-2,200,OK,Pruebas de usuario 1-28,text,true,,18394,0,11,11,null,0,0,0
1719784584808,3133,post request,200,OK,Pruebas de usuario 1-19,text,true,,20841,623,11,11,http://localhost:8000/,3112,0,0
1719784584808,3112,post request-0,302,Found,Pruebas de usuario 1-19,text,true,,594,411,11,11,http://localhost:8000/Register/,3112,0,0
1719784587919,21,post request-1,200,OK,Pruebas de usuario 1-19,text,true,,1854,212,11,11,http://localhost:8000/,21,0,0
1719784587940,1,post request-2,200,OK,Pruebas de usuario 1-19,text,true,,18393,0,11,11,null,0,0,0
1719784584804,3190,post request,200,OK,Pruebas de usuario 1-30,text,true,,20842,623,11,11,http://localhost:8000/,2647,0,0
1719784584804,2647,post request-0,302,Found,Pruebas de usuario 1-30,text,true,,594,411,11,11,http://localhost:8000/Register/,2647,0,0
1719784587450,543,post request-1,200,OK,Pruebas de usuario 1-30,text,true,,1854,212,11,11,http://localhost:8000/,543,0,0
1719784587993,1,post request-2,200,OK,Pruebas de usuario 1-30,text,true,,18394,0,11,11,null,0,0,0
1719784584889,3115,post request,200,OK,Pruebas de usuario 1-17,text,true,,20842,623,11,11,http://localhost:8000/,3082,0,0
1719784584889,3082,post request-0,302,Found,Pruebas de usuario 1-17,text,true,,594,411,11,11,http://localhost:8000/Register/,3082,0,0
1719784587970,33,post request-1,200,OK,Pruebas de usuario 1-17,text,true,,1854,212,11,11,http://localhost:8000/,33,0,0
1719784588003,1,post request-2,200,OK,Pruebas de usuario 1-17,text,true,,18394,0,11,11,null,0,0,0
1719784584938,3208,post request,200,OK,Pruebas de usuario 1-42,text,true,,20842,623,11,11,http://localhost:8000/,3168,0,0
1719784584938,3168,post request-0,302,Found,Pruebas de usuario 1-42,text,true,,594,411,11,11,http://localhost:8000/Register/,3168,0,0
1719784588105,40,post request-1,200,OK,Pruebas de usuario 1-42,text,true,,1854,212,11,11,http://localhost:8000/,40,0,0
1719784588145,1,post request-2,200,OK,Pruebas de usuario 1-42,text,true,,18394,0,11,11,null,0,0,0
1719784584842,4959,post request,200,OK,Pruebas de usuario 1-9,text,true,,20841,623,11,11,http://localhost:8000/,4885,0,0
1719784584842,4885,post request-0,302,Found,Pruebas de usuario 1-9,text,true,,594,411,11,11,http://localhost:8000/Register/,4885,0,0
1719784589727,73,post request-1,200,OK,Pruebas de usuario 1-9,text,true,,1854,212,11,11,http://localhost:8000/,73,0,0
1719784589800,1,post request-2,200,OK,Pruebas de usuario 1-9,text,true,,18393,0,11,11,null,0,0,0
1719784587989,2305,post request,200,OK,Pruebas de usuario 1-19,text,true,,20841,667,11,11,http://localhost:8000/,2082,0,0
1719784587989,2082,post request-0,302,Found,Pruebas de usuario 1-19,text,true,,594,455,11,11,http://localhost:8000/Register/,2082,0,0
1719784590071,222,post request-1,200,OK,Pruebas de usuario 1-19,text,true,,1854,212,11,11,http://localhost:8000/,222,0,0
1719784590293,1,post request-2,200,OK,Pruebas de usuario 1-19,text,true,,18393,0,11,11,null,0,0,0
1719784587388,2962,post request,200,OK,Pruebas de usuario 1-24,text,true,,20842,667,10,10,http://localhost:8000/,2853,0,0
1719784587388,2853,post request-0,302,Found,Pruebas de usuario 1-24,text,true,,594,455,10,10,http://localhost:8000/Register/,2853,0,0
1719784590241,108,post request-1,200,OK,Pruebas de usuario 1-24,text,true,,1854,212,10,10,http://localhost:8000/,108,0,0
1719784590349,1,post request-2,200,OK,Pruebas de usuario 1-24,text,true,,18394,0,10,10,null,0,0,0
1719784588165,2248,post request,200,OK,Pruebas de usuario 1-42,text,true,,20842,667,9,9,http://localhost:8000/,2203,0,0
1719784588165,2203,post request-0,302,Found,Pruebas de usuario 1-42,text,true,,594,455,9,9,http://localhost:8000/Register/,2203,0,0
1719784590368,43,post request-1,200,OK,Pruebas de usuario 1-42,text,true,,1854,212,9,9,http://localhost:8000/,43,0,0
1719784590412,1,post request-2,200,OK,Pruebas de usuario 1-42,text,true,,18394,0,9,9,null,0,0,0
1719784587816,2635,post request,200,OK,Pruebas de usuario 1-20,text,true,,20841,667,8,8,http://localhost:8000/,2391,0,0
1719784587816,2391,post request-0,302,Found,Pruebas de usuario 1-20,text,true,,594,455,8,8,http://localhost:8000/Register/,2391,0,0
1719784590208,242,post request-1,200,OK,Pruebas de usuario 1-20,text,true,,1854,212,8,8,http://localhost:8000/,242,0,0
1719784590450,1,post request-2,200,OK,Pruebas de usuario 1-20,text,true,,18393,0,8,8,null,0,0,0
1719784588129,2422,post request,200,OK,Pruebas de usuario 1-17,text,true,,20842,667,7,7,http://localhost:8000/,2312,0,0
1719784588129,2312,post request-0,302,Found,Pruebas de usuario 1-17,text,true,,594,455,7,7,http://localhost:8000/Register/,2312,0,0
1719784590441,109,post request-1,200,OK,Pruebas de usuario 1-17,text,true,,1854,212,7,7,http://localhost:8000/,109,0,0
1719784590550,1,post request-2,200,OK,Pruebas de usuario 1-17,text,true,,18394,0,7,7,null,0,0,0
1719784587609,3018,post request,200,OK,Pruebas de usuario 1-46,text,true,,20842,667,6,6,http://localhost:8000/,2903,0,0
1719784587609,2903,post request-0,302,Found,Pruebas de usuario 1-46,text,true,,594,455,6,6,http://localhost:8000/Register/,2903,0,0
1719784590513,113,post request-1,200,OK,Pruebas de usuario 1-46,text,true,,1854,212,6,6,http://localhost:8000/,113,0,0
1719784590626,1,post request-2,200,OK,Pruebas de usuario 1-46,text,true,,18394,0,6,6,null,0,0,0
1719784587896,2840,post request,200,OK,Pruebas de usuario 1-14,text,true,,20842,667,5,5,http://localhost:8000/,2765,0,0
1719784587896,2765,post request-0,302,Found,Pruebas de usuario 1-14,text,true,,594,455,5,5,http://localhost:8000/Register/,2765,0,0
1719784590661,74,post request-1,200,OK,Pruebas de usuario 1-14,text,true,,1854,212,5,5,http://localhost:8000/,74,0,0
1719784590735,1,post request-2,200,OK,Pruebas de usuario 1-14,text,true,,18394,0,5,5,null,0,0,0
1719784588145,2619,post request,200,OK,Pruebas de usuario 1-30,text,true,,20842,667,4,4,http://localhost:8000/,2605,0,0
1719784588145,2605,post request-0,302,Found,Pruebas de usuario 1-30,text,true,,594,455,4,4,http://localhost:8000/Register/,2605,0,0
1719784590750,12,post request-1,200,OK,Pruebas de usuario 1-30,text,true,,1854,212,4,4,http://localhost:8000/,12,0,0
1719784590763,1,post request-2,200,OK,Pruebas de usuario 1-30,text,true,,18394,0,4,4,null,0,0,0
1719784587939,2839,post request,200,OK,Pruebas de usuario 1-28,text,true,,20842,667,3,3,http://localhost:8000/,2774,0,0
1719784587939,2774,post request-0,302,Found,Pruebas de usuario 1-28,text,true,,594,455,3,3,http://localhost:8000/Register/,2774,0,0
1719784590713,63,post request-1,200,OK,Pruebas de usuario 1-28,text,true,,1854,212,3,3,http://localhost:8000/,63,0,0
1719784590777,1,post request-2,200,OK,Pruebas de usuario 1-28,text,true,,18394,0,3,3,null,0,0,0
1719784587758,3141,post request,200,OK,Pruebas de usuario 1-5,text,true,,20841,667,2,2,http://localhost:8000/,3126,0,0
1719784587758,3126,post request-0,302,Found,Pruebas de usuario 1-5,text,true,,594,455,2,2,http://localhost:8000/Register/,3126,0,0
1719784590884,14,post request-1,200,OK,Pruebas de usuario 1-5,text,true,,1854,212,2,2,http://localhost:8000/,14,0,0
1719784590898,1,post request-2,200,OK,Pruebas de usuario 1-5,text,true,,18393,0,2,2,null,0,0,0
1719784590129,1298,post request,200,OK,Pruebas de usuario 1-9,text,true,,20841,667,1,1,http://localhost:8000/,1284,0,0
1719784590129,1284,post request-0,302,Found,Pruebas de usuario 1-9,text,true,,594,455,1,1,http://localhost:8000/Register/,1284,0,0
1719784591414,11,post request-1,200,OK,Pruebas de usuario 1-9,text,true,,1854,212,1,1,http://localhost:8000/,11,0,0
1719784591426,1,post request-2,200,OK,Pruebas de usuario 1-9,text,true,,18393,0,1,1,null,0,0,0
